nro_llamado,titulo,fecha_inicio,fecha_fin,tipo_tarea,tipo_vinculo,tiempo_contrato,descripcion,requisitos,recepcion_postulaciones,recepcion_consultas,telefono_consultas,organismo,comentario_interes
6865/2020,Profesor Titular - Universidad de la República - Facultad de Enfermería,30/11/2020,01/10/2020,Docentes,,"desde toma de posesión, por 4 años",Grado 5 - Profesor Titular para el departamento de Enfermería en Salud Mental - 40hs semanales,- Título universitario - Concepto del cargo al que aspira -Plan de trabajo,https://www.fenf.edu.uy/index.php/llamados-abiertos/,concursos@fenf.edu.uy,24864521,Universidad de la República - Facultad de Enfermería,.
6866/2020,Profesor Titular - Universidad de la República - Facultad de Enfermería,30/11/2020,01/10/2020,Docentes,,"desde toma de posesión, por 4 años",Grado 5 - Profesor Titular para el departamento de Adulto y Anciano - 40hs semanales,- Título universitario - Concepto del cargo al que aspira -Plan de trabajo,https://www.fenf.edu.uy/index.php/llamados-abiertos/,concursos@fenf.edu.uy,24864521,Universidad de la República - Facultad de Enfermería,.
6867/2020,BECAS PERFIL INFORMÁTICO - Administración Nacional de Educación Pública - Consejo de Educación Primaria,14/10/2020,30/09/2020,Técnicas con supervisión,,18 meses,"Realizará tareas de asistencia técnica en las Escuelas y Oficinas del CEIP, al servicio de la División Tecnologías de la Información .","Tener aprobado primer año de Bachillerato Tecnológico en Informática del Consejo de Educación Técnico Profesional, y estar cursando segundo año.No haber usufructuado una Beca o Pasantía con anterioridad. (Se exceptúa de este numeral quienes hayan sido contratados por ANEP bajo régimen Becas y Pasantías, siempre que la suma de todos los períodos contractuales, incluída la licencia anual, no supere los 18 meses).Carné de Salud vigente - Certificado de Buena conducta.",Página web del CEIP : www.ceip.edu.uy,CEIP - Sección Concursos No Docente,1876 - int. 3105,Administración Nacional de Educación Pública - Consejo de Educación Primaria,Se sugiere leer las Bases del Llamado en : http://www.ceip.edu.uy/llamados/llamado.php?&id=690938
6868/2020,Docente Asistente - Universidad de la República - Facultad de Enfermería,30/10/2020,01/10/2020,Docentes,,desde toma de posesión por 4 años,Grado 2 - 24 horas semanales - para cumplir funciones en el Departamento Materno Infantil (Facultad de Enfermería),"- Título de Licenciado en Enfermería habilitado por el MSP.SE VALORARÁ- Capacitación y/o experiencia en el área de Enfermería Salud Sexual y Reproductiva o Neonatología u Obstetricia- Experiencia asistencial o formación en el área de Salud Sexual y Reproductiva, Neonatología u Obstetricia, en los diferentes niveles de atención y ámbitos de actuación de enfermería profesional.",https://www.fenf.edu.uy/index.php/llamados-abiertos/,concursos@fenf. edu.uy,2486-4521,Universidad de la República - Facultad de Enfermería,.
6869/2020,MEDICO GENERAL . REGISTRO DE ASPIRANTE - Administración de Servicios de Salud del Estado - Red de At.Primaria de Maldonado,19/10/2020,05/10/2020,Profesionales,Contratado,18 MESES SUJETO EVALUACION DE DESEMPEÑO,VER BASES,"Ser ciudadano/a Natural ó Legal.Título de Médico General, registrado y habilitado por el MSP.Acreditar inscripción vigente en el Colegio Médico del Uruguay (Ley Nº18.591-Art. 2).Curriculum Vitae con documentación probatoria foliado (méritos y antecedentes).No poseer antecedentes funcionales negativos provenientes de cualquier EntidadPública y que revistan gravedad (al momento de la contratación).","Oficina de Recursos Humanos de la RAP de Maldonado sito en calle Garzón S/Nº Barrio Cuñetti Maldonado, en el horario de 09:00 a 12:00 horas","Oficina de Recursos Humanos de la RAP de Maldonado sito en calle Garzón S/Nº Barrio Cuñetti Maldonado, en el horario de 09:00 a 12:00 horas",42238372 INT.211,Administración de Servicios de Salud del Estado - Red de At.Primaria de Maldonado,"Se valorará: Escolaridad, Capacitación complementaria, Antigüedad en la función y Evaluación de desempeño en A.S.S.E.Inscripción: Presentar original y fotocopia de:Cédula de Identidad y Credencial Cívica. Título habilitado y registrado en el MSP.Curriculum vitae con documentación probatoria de méritos y antecedentes."
6870/2020,Profesor Titular - Universidad de la República - Facultad de Enfermería,30/11/2020,01/10/2020,Docentes,,"desde toma de posesión, por 4 años",Grado 5 - Profesor Titular para el departamento de Enfermería en Salud Mental - 40hs semanales,- Título universitario - Concepto del cargo al que aspira -Plan de trabajo,https://www.fenf.edu.uy/index.php/llamados-abiertos/,concursos@fenf.edu.uy,24864521,Universidad de la República - Facultad de Enfermería,.
6871/2020,"Gº1 IC modelado/diseño estruc. laminares - Universidad de la República - Facultad de Arquitectura, Diseño y Urbanismo",19/10/2020,05/10/2020,Docentes,,Interino,"Ayudante del IC, para desarrollar actividades en el proyecto: ""Cubiertas laminares con productos derivados de la madera, modeladas y fabricadas con procesos asistidos por computadora. Su aplicación en edificios educativos"", con perfil en el modelado y diseño de estructuras laminares, con productos derivados de la madera, a partir de técnicas de form finding, metodologías cad-cae-cam, y fabricación de prototipo, por un período de 8 meses, financiado con fondos provenientes de CSIC I+D llamado 2018 (Esc. G, G°1, 10 hs.)","1.1 Objetivo: Provisión de cargos de Ayudante del Instituto de la Construcción, dependencia docente que asume integralmente las funciones de investigación, enseñanza, extensión, asesoramiento y otras formas de relacionamiento con el medio; para desarrollar actividades en el Instituto de la Construcción – Proyecto: Cubiertas laminares con productos derivados de la madera, modeladas y fabricadas con procesos asistidos por computadora. Su aplicación en edificios educativos.2.1. Su cometido general será la enseñanza, creación, profundización y divulgación de conocimientos sobre tecnología en arquitectura con especial énfasis en el modelado y diseño de estructuras laminares, con productos derivados de la madera, a partir de técnicas de form finding, metodologías cad-cae-cam, y fabricación de prototipos.Preinscribirse en: https://www.concursos.udelar.edu.uy/index.php?script=27&t=en_inscripcion&s=8",Enviar la documentación solicitada al correo: postulaciones@fadu.edu.uy,concursos@fadu.edu.uy,concursos@fadu.edu.uy,"Universidad de la República - Facultad de Arquitectura, Diseño y Urbanismo",Para descargar:-Bases y formularios-Documentación a enviar-Procedimiento para inscripciones por correo electrónicoIngresar a: https://www.concursos.udelar.edu.uy/index.php?script=27&t=en_inscripcion&s=8
6872/2020,"Gº1 IC fabr./montaje estruc. laminares - Universidad de la República - Facultad de Arquitectura, Diseño y Urbanismo",19/10/2020,05/10/2020,Docentes,,Interino,"Ayudante del IC, para desarrollar actividades en el proyecto: ""Cubiertas laminares con productos derivados de la madera, modeladas y fabricadas con procesos asistidos por computadora. Su aplicación en edificios educativos."", con perfil en la fabricación y el montaje de estructuras laminares a partir de metodologías de diseño cad-cae-cam, por un período de 4 meses, financiado con fondos provenientes de CSIC I+D llamado 2018. (Esc. G, G°1, 12 hs.)","1.1 Objetivo: Provisión de cargos de Ayudante del Instituto de la Construcción, dependencia docente que asume integralmente las funciones de investigación, enseñanza, extensión, asesoramiento y otras formas de relacionamiento con el medio; para desarrollar actividades en el Instituto de la Construcción – Proyecto: Cubiertas laminares con productos derivados de la madera, modeladas y fabricadas con procesos asistidos por computadora. Su aplicación en edificios educativos.2.1. Su cometido general será la enseñanza, creación, profundización y divulgación de conocimientos sobre tecnología en arquitectura con especial énfasis en la fabricación y el montaje de estructuras laminares a partir de metodologías de diseño cad-cae-cam.Preinscribirse en: https://www.concursos.udelar.edu.uy/index.php?script=27&t=en_inscripcion&s=8",Enviar la documentación solicitada al correo: postulaciones@fadu.edu.uy,concursos@fadu.edu.uy,concursos@fadu.edu.uy,"Universidad de la República - Facultad de Arquitectura, Diseño y Urbanismo",Para descargar:-Bases y formularios-Documentación a enviar-Procedimiento para inscripciones por correo electrónicoIngresar a: https://www.concursos.udelar.edu.uy/index.php?script=27&t=en_inscripcion&s=8
6873/2020,"Profesor Agregado (Esc. G, G°4 , 35 hs.) - Universidad de la República - Centro Universitario Región Litoral Norte",11/12/2020,30/09/2020,Docentes,,efectivo,"cubrir funciones de enseñanza en grado y postgrado, investigación, extensión y formación de recursos humanos a nivel de pregrado y postgrado en el área de las teorías sociales y metodología de la investigación, con énfasis en el campo de los estudios de comunicación, epistemología, semiótica y pensamiento latinoamericano.","El llamado tiene como objetivo cubrir funciones de enseñanza en grado y postgrado, investigación, extensión y formación de recursos humanos a nivel de pregrado y postgrado en el área de las teorías sociales y metodología de la investigación, con énfasis en el campo de los estudios de comunicación, epistemología, semiótica y pensamiento latinoamericano.",DEBIDO A LA SITUACIÓN DE EMERGENCIA SANITARIA LAS INSCRIPCIONES SE REALIZAN VIRTUALMENTE.,Deberán enviar la siguiente documentación en forma digital al correo: concursos@cup.edu.uy,47222291,Universidad de la República - Centro Universitario Región Litoral Norte,"PERFIL DEL CARGO: De el/la titular del cargo se requiere que posea formación de Doctorado en Comunicación. Se valorará postdoctorado concluido en el área de Ciencias Sociales y Humanas, experiencia como tutor/a y evaluador/a de tesis de grado, maestría, doctorado y postdoctorado, así como experiencia docente a nivel de pregrado y postgrado. También se valorará poseer experiencia comprobada en gestión académica y en coordinación de equipos de investigación y/o integrante de grupos de investigación de alcance nacional e internacional; libros publicados en el área científico/académica y artículos publicados en revistas científicas indexadas. Se valorará estar categorizado/a en el Sistema Nacional de Investigadores, ANII."
6874/2020,"Profesor Adjunto (Esc. G, G°3 , 35 hs.) - Universidad de la República - Centro Universitario Región Litoral Norte",11/12/2020,30/09/2020,Docentes,,efectivo,De el/la titular del cargo se requiere que posea formación de Doctorado en Sociología. Se valorará postdoctorado concluido en el área de Ciencias Sociales,"PERFIL DEL CARGO: De el/la titular del cargo se requiere que posea formación de Doctorado en Sociología. Se valorará postdoctorado concluido en el área de Ciencias Sociales, experiencia como tutor/a y evaluador/a de tesis de grado y postgrado, así como experiencia docente a nivel de pregrado y postgrado. También se valorará poseer experiencia comprobada como coordinador/a de equipos de investigación y/o integrante de grupos de investigación de alcance nacional e internacional; libros publicados en el área científico/académica y artículos publicados en revistas científicas indexadas. Se valorará estar categorizado/a en el Sistema Nacional de Investigadores, ANII.",Sección Concursos CENUR LITORAL NORTE Sede Paysandú. http:www.cup.edu.uy mail: concursos@cup.edu.uy,mail: concursos@cup.edu.uy,47222291,Universidad de la República - Centro Universitario Región Litoral Norte,"DESCRIPCIÓN DEL CARGO: Llamado a Concurso para la provisión efectiva de un (1) cargo de Profesor Adjunto, escalafón G, grado 3, con una dedicación de 35 hrs. Semanales. El llamado tiene como objetivo cubrir funciones de enseñanza en grado y postgrado, investigación, extensión y formación de recursos humanos a nivel de pregrado y postgrado en el área de las teorías sociales y metodología de la investigación, con énfasis en el campo de los estudios de género, comunicación, migración y pensamiento latinoamericano."
6875/2020,PROFESOR TITULAR - Universidad de la República - Escuela de Nutrición y Dietética,30/12/2020,30/09/2020,Docentes,Presupuestado,4 años,Profesor Titular del Área de Investigación.,Concurso de libre aspiración,"ESCUELA DE NUTRICIÓN, EDIFICIO PARQUE BATLLE. 5 PISO. SECC. CONCURSOS.",EDIFICIO PARQUE BATLLE. SECC. CONCURSOS,2486 0131 INT 133,Universidad de la República - Escuela de Nutrición y Dietética,No aplica
6876/2020,Chofer Cuchilla Guaviyu Reg Aspirante - Administración de Servicios de Salud del Estado - Red de At.Primaria de Salto,19/10/2020,05/10/2020,Operativas de oficio,Contratado,18 meses sujeto a evaluacion de desempeñ,ver bases,"Requisitos:Ser ciudadano/a Natural o LegalLicencia de Chofer Profesional Categoría B, C, D, E o F.Experiencia documentada no inferior a dos años en manejo de Ambulancia o Vehículos con traslados de pasajeros.Disponibilidad horaria para desplazarse dentro y fuera del DepartamentoHaber prestado juramento de fidelidad a la Bandera Nacional.Curriculum Vitae con documentación probatoria foliado (méritos y antecedentes).Residir en la localidad, hasta 5 km de dicho Centro Poblado.No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación)","Oficina de Recursos Humanos de la Red de Atención Primaria de Salto sito en calle Albisu 91 esq. Brasil, en el horario de 8:30 a 12:30 horas desde el día 5 de octubre hasta el 19 de octubre de 2020 inclusive.- El día miércoles 14 de octubre se inscribirán en Policlínica de Cuchilla de Guaviyu, sitio en Cuchilla de Guaviyu s/n, en el mismo horario","Oficina de Recursos Humanos de la Red de Atención Primaria de Salto sito en calle Albisu 91 esq. Brasil, en el horario de 8:30 a 12:30 horas desde el día 5 de octubre hasta el 19 de octubre de 2020 inclusive.- El día miércoles 14 de octubre se inscribirán en Policlínica de Cuchilla de Guaviyu, sitio en Cuchilla de Guaviyu s/n, en el mismo horario",47331408 Int 103,Administración de Servicios de Salud del Estado - Red de At.Primaria de Salto,"Se valorará: Capacitación complementaria, Antigüedad en la función y Evaluación de desempeño.Formación en mecánica.Experiencia en la UE 084 de la Red de Atención Primaria de SaltoInscripción: Presentar original y fotocopia de:Cédula de Identidad y Credencial Cívica.Licencia de chofer profesional Categoría B, C, D, E o F .Curriculun Vitae y documentación probatoria de méritos y antecedes.Constancia de domicilio"
